Count_GFP_objects,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05IdentifyPrimaryObjects,ExecutionTime_06MeasureObjectIntensity,ExecutionTime_07MeasureImageIntensity,FileName_GFP,Frame_GFP,Group_Index,Group_Number,Height_GFP,ImageNumber,Intensity_LowerQuartileIntensity_GFP_GFP_objects,Intensity_MADIntensity_GFP_GFP_objects,Intensity_MaxIntensity_GFP_GFP_objects,Intensity_MeanIntensity_GFP_GFP_objects,Intensity_MedianIntensity_GFP_GFP_objects,Intensity_MinIntensity_GFP_GFP_objects,Intensity_PercentMaximal_GFP_GFP_objects,Intensity_StdIntensity_GFP_GFP_objects,Intensity_TotalArea_GFP_GFP_objects,Intensity_TotalIntensity_GFP_GFP_objects,Intensity_UpperQuartileIntensity_GFP_GFP_objects,MD5Digest_GFP,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05IdentifyPrimaryObjects,ModuleError_06MeasureObjectIntensity,ModuleError_07MeasureImageIntensity,PathName_GFP,Scaling_GFP,Series_GFP,Threshold_FinalThreshold_GFP_objects,Threshold_OrigThreshold_GFP_objects,Threshold_SumOfEntropies_GFP_objects,Threshold_WeightedVariance_GFP_objects,URL_GFP,Width_GFP
853,0,0,0.21,0,2.91,0.14,0.02,MFGTMP_210724100003_M16f00d0.PNG,0,61,1,1104,61,0.102876328,0.028419927,0.24856947,0.138118814,0.12684062,0.07302968,0.380245769,0.044475477,43130,5957.0645,0.16549553,9c8d65c7123ea4c742c6d8a9b4b6c9d8,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.082873339,0.070236673,-13.34338655,0.068416362,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f00d0.PNG,1104
851,0,0,0.19,0,3.1,0.15,0.01,MFGTMP_210724100003_M16f01d0.PNG,0,62,1,1104,62,0.103593498,0.032593265,0.24856947,0.142851517,0.13121232,0.07237354,0.515151515,0.04668275,42900,6128.33,0.175051495,caa6cbc807318027fd8af329c0f7a846,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.085565719,0.071053434,-13.54977497,0.07573424,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f01d0.PNG,1104
772,0,0,0.27,0,3.05,0.15,0.01,MFGTMP_210724100003_M16f02d0.PNG,0,63,1,1104,63,0.099061571,0.028931104,0.24856947,0.133655641,0.12297246,0.06849775,0.247456695,0.043512575,36370,4861.0557,0.161573961,72b2cccf3404f7d9f0d5fecca9efe629,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.07914581,0.068640866,-13.40478935,0.066984788,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f02d0.PNG,1104
633,0,0,0.29,0,3.05,0.13,0.01,MFGTMP_210724100003_M16f03d0.PNG,0,64,1,1104,64,0.092866406,0.024841689,0.24856947,0.124879256,0.11309987,0.0646067,0.513622153,0.042139865,26868,3355.2559,0.149492636,ec3c45c9e643e3286df6dcb044624f19,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.07443372,0.065735443,-13.38401778,0.055713933,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M16f03d0.PNG,1104
576,0,0,0.31,0,3.02,0.12,0.01,MFGTMP_210724100003_M17f00d0.PNG,0,65,1,1104,65,0.099061571,0.028412297,0.24856947,0.133440065,0.12405585,0.06941329,0.606060606,0.042781048,27225,3632.9058,0.159410998,f9e4ee313d8daf54306bea48f1ec1131,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.07809154,0.067014085,-13.25041647,0.058026528,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M17f00d0.PNG,1104
927,0,0,0.27,0,2.95,0.13,0.02,MFGTMP_210724100003_M17f01d0.PNG,0,66,1,1104,66,0.102342263,0.028671697,0.24856947,0.137768918,0.12625314,0.07327382,0.606612072,0.044493545,46158,6359.1377,0.166292816,1abc75d73b9b84afdcd087995c60d172,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.08299016,0.070625076,-13.54566291,0.072507447,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M17f01d0.PNG,1104
672,0,0,0.21,0,2.9,0.13,0.01,MFGTMP_210724100003_M17f02d0.PNG,0,67,1,1104,67,0.094880596,0.026779585,0.24856947,0.128356536,0.11773861,0.06622416,0.094854937,0.042327724,30573,3924.2444,0.153017476,93694c56d1b175b326e0d4675c189166,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.076631413,0.067316576,-13.48697938,0.05978449,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M17f02d0.PNG,1104
435,0,0,0.19,0,3.01,0.13,0.01,MFGTMP_210724100003_M17f03d0.PNG,0,68,1,1104,68,0.094003208,0.030869,0.24856947,0.131596804,0.12095827,0.06306554,1.316655695,0.046524953,19747,2598.642,0.158464938,ff75e66df1711b8b1db0a9bf0f6c5b36,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.073271217,0.063770197,-13.42042789,0.055243655,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M17f03d0.PNG,1104
934,0,0,0.18,0,3.04,0.13,0.01,MFGTMP_210724100003_M18f00d0.PNG,0,69,1,1104,69,0.106996261,0.0320592,0.24856947,0.146241163,0.13441673,0.07660029,1.205964349,0.047881637,47348,6924.2266,0.178927287,001413b60d39b6616f5548486a087592,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.088324688,0.0735958,-13.51693993,0.080555163,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M18f00d0.PNG,1104
1053,0,0,0.18,0,3.13,0.16,0.01,MFGTMP_210724100003_M18f01d0.PNG,0,70,1,1104,70,0.100877397,0.027954526,0.24856947,0.135569689,0.12495613,0.07199206,0.43175956,0.043644924,53502,7253.2495,0.161669344,91bea1b416d7f65771ab31a1319db5b9,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.083577642,0.071791837,-13.58952265,0.08084454,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M18f01d0.PNG,1104
790,0,0,0.16,0,3.06,0.13,0.01,MFGTMP_210724100003_M18f02d0.PNG,0,71,1,1104,71,0.096772715,0.026062407,0.24856947,0.131143476,0.117814906,0.07048142,0.389126235,0.044830326,36749,4819.3916,0.15844968,6229c5623f7d350dd6835f62ab5caf21,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.078797514,0.068049651,-13.49179745,0.063131177,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M18f02d0.PNG,1104
725,0,0,0.16,0,2.89,0.14,0.01,MFGTMP_210724100003_M18f03d0.PNG,0,72,1,1104,72,0.095857173,0.029739834,0.24856947,0.131865662,0.12239262,0.06775006,0.125,0.045281835,32000,4219.701,0.157045856,6cb8b8dd094341540d62e5bdd4078292,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.077122392,0.06686357,-13.40160221,0.066961675,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M18f03d0.PNG,1104
343,0,0,0.17,0,2.87,0.12,0.01,MFGTMP_210724100003_M19f00d0.PNG,0,73,1,1104,73,0.095689327,0.025970854,0.24856947,0.124855566,0.11465629,0.06280614,0.346716594,0.040016796,14421,1800.5421,0.149736777,add8084cedf537a2a256f2ef9b665de5,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.071460567,0.062853749,-13.2304312,0.046766594,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M19f00d0.PNG,1104
434,0,0,0.16,0,2.9,0.12,0.02,MFGTMP_210724100003_M19f01d0.PNG,0,74,1,1104,74,0.095109485,0.02258335,0.24856947,0.128192291,0.11328298,0.06738384,0.670260819,0.04590636,20589,2639.351,0.149187461,b2bd5e94cf3e019bbc98a72388f170ab,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.074189352,0.063632179,-13.24784194,0.048095221,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M19f01d0.PNG,1104
489,0,0,0.16,0,2.93,0.12,0.01,MFGTMP_210724100003_M19f02d0.PNG,0,75,1,1104,75,0.087403677,0.019348435,0.24856947,0.113334851,0.10521095,0.061631188,0.297790586,0.035630737,20820,2359.6316,0.128267333,aab2673c23a89cf52363996c34a8e8be,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.069937142,0.062332645,-13.18512645,0.037488657,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M19f02d0.PNG,1104
388,0,0,0.22,0,2.92,0.12,0.02,MFGTMP_210724100003_M19f03d0.PNG,0,76,1,1104,76,0.091630429,0.024086364,0.24856947,0.121023632,0.11181811,0.06405737,0.283575318,0.03892421,17632,2133.8887,0.14353399,1070158d4c8169b6ede2a7c323bfb10c,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.071113662,0.061923361,-13.18578382,0.04425797,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M19f03d0.PNG,1104
573,0,0,0.24,0,3.01,0.12,0.01,MFGTMP_210724100003_M20f00d0.PNG,0,77,1,1104,77,0.099351488,0.025833525,0.24855421,0.131361123,0.12150759,0.065918975,0.690505549,0.04230205,24330,3196.016,0.154341191,c096b3ceb622e6cf88f73fe55136b608,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.075530588,0.066017869,-13.38054647,0.055661739,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M20f00d0.PNG,1104
697,0,0,0.15,0,2.98,0.14,0.01,MFGTMP_210724100003_M20f01d0.PNG,0,78,1,1104,78,0.097917147,0.029251538,0.24858473,0.13473196,0.12227054,0.07193103,0.00307248,0.045817785,32547,4385.121,0.162653551,c3ef8abbb08519c1e88b6076c107d991,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.079746808,0.06777601,-13.33987141,0.065094593,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M20f01d0.PNG,1104
509,0,0,0.18,0,2.99,0.12,0.01,MFGTMP_210724100003_M20f02d0.PNG,0,79,1,1104,79,0.09246967,0.023025863,0.24856947,0.124752641,0.11134508,0.06790265,0.064076159,0.043386523,21849,2725.7205,0.147066459,bfe38684c218dc0822f31fff4a42e185,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.074387785,0.064333636,-13.27327725,0.046216126,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M20f02d0.PNG,1104
508,0,0,0.17,0,3.01,0.13,0.01,MFGTMP_210724100003_M20f03d0.PNG,0,80,1,1104,80,0.091462575,0.023506522,0.24856947,0.120576508,0.111177236,0.06205844,0.334626576,0.039418764,20620,2486.2876,0.142275125,a5d3af975966035a83dd05fc67ac94a8,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.071703732,0.063678151,-13.36356726,0.05032195,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M20f03d0.PNG,1104
312,0,0,0.16,0,3.02,0.1,0.01,MFGTMP_210724100003_M21f00d0.PNG,0,81,1,1104,81,0.089417867,0.02130159,0.24855421,0.11660722,0.108613715,0.06085298,1.071839844,0.03838365,11289,1316.3789,0.134004727,b99d232f912e11b0b70cfe6580e8a9a7,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.071106245,0.063817742,-13.18358616,0.037987314,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M21f00d0.PNG,1104
462,0,0,0.18,0,3.03,0.12,0.01,MFGTMP_210724100003_M21f01d0.PNG,0,82,1,1104,82,0.096269168,0.026909288,0.24856947,0.127423256,0.11821164,0.067124434,0.128824477,0.0399866,18630,2373.8953,0.1529717,a8054ef8bbe77c6aa2975f02e115f801,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.074714678,0.06546981,-13.27650431,0.047909146,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M21f01d0.PNG,1104
549,0,0,0.22,0,3.1,0.13,0.01,MFGTMP_210724100003_M21f02d0.PNG,0,83,1,1104,83,0.092240788,0.021667808,0.24856947,0.120478836,0.11046006,0.06468299,0.012872774,0.038556125,23305,2807.7593,0.140611887,ff962d48a9128d57323183964e8293e4,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.073769898,0.065342402,-13.19265771,0.045336961,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M21f02d0.PNG,1104
402,0,0,0.16,0,2.85,0.12,0.01,MFGTMP_210724100003_M21f03d0.PNG,0,84,1,1104,84,0.090318151,0.023041122,0.24856947,0.120235409,0.10855268,0.06404211,0.111228519,0.039593548,17981,2161.953,0.145448998,618a19e6ee944cf4bdd14185f9be917d,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.071476083,0.06313765,-13.20045372,0.042749353,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M21f03d0.PNG,1104
302,0,0,0.17,0,2.82,0.11,0.01,MFGTMP_210724100003_M22f00d0.PNG,0,85,1,1104,85,0.099649042,0.031250477,0.24856947,0.139234587,0.12581064,0.07292286,1.033453265,0.04793997,13063,1818.8214,0.169810027,aecca0b7f496292a9cf5dc9e87635ad0,0,0,0,0,0,0,0,/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII + FcFGL1deltaCC polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10;32;47,65535,0,0.077680035,0.065537612,-13.32923947,0.04261472,file:/Volumes/research/wangj59lab/wangj59labspace/Jasper/CX7/210723/MHCII%20%2B%20FcFGL1deltaCC%20polylysine/24h/TargetActivationAdvanced.V4.1_07-24-21_10%3B32%3B47/MFGTMP_210724100003_M22f00d0.PNG,1104
